title;description;author;duration;rating;price;image_name;category;subcategory
WordPress 4.9 - własna strona w jeden wieczór od podstaw;Zbuduj stronę firmową, blog, sklep bez znajomości kodowania.;Edugrafia.pl - wideo kursy;7;4,0;52.99;2297078_c2f6_2.jpg;Programowanie;Tworzenie stron internetowych
Unity. Publikacja gry w AppStore i Windows Store;Podziel się swoją pracą;Videopoint Grupa Helion;2;5,0;52.99;1541342_788a.jpg;Programowanie;Tworzenie gier
Kurs HTML5 i JavaScript;Techniki Zaawansowane;eduweb.pl - Kursy Wideo;9,5;5,0;129.99;1941910_edd5.jpg;Programowanie;Tworzenie stron internetowych
Kurs Material UI w React;Opanuj jedną z najpopularniejszych bibliotek do Reacta i twórz dobrze wyglądające interfejsy.;Edugrafia.pl - wideo kursy;4;2,0;52.99;2713586_c96f.jpg;Programowanie;Języki programowania
Kurs Ruby podstawy programowania;Obszerny wstęp do kodowania językiem Ruby. Kompletny przewodnik programowania dla początkujących.;Edugrafia.pl - wideo kursy;5;2,5;52.99;2584156_af75_2.jpg;Programowanie;Języki programowania
Machine Learning Bootcamp w języku Python cz.III - Ćwiczenia;Podnieś poziom swoich umiejętności programowania w języku Python i rozwiąż ponad 100 zadań z uczenia maszynowego!;Paweł Krakowiak;1;5,0;52.99;3305834_64d2_2.jpg;Programowanie;Badanie danych
Strony WWW z CSS3 - Nowe Standardy;Zbuduj nowoczesną stronę z efektami w CSS!;eduweb.pl - Kursy Wideo;7,5;5,0;114.99;1795266_246f_3.jpg;Programowanie;Tworzenie stron internetowych
Kurs Python 3.7 dla początkujących;Wprowadzenie do języka Python w wersji 3.7 dla początkujących. Naucz się jednego z popularniejszych języków programowani;Edugrafia.pl - wideo kursy;5,5;4,0;52.99;2600142_d148_2.jpg;Programowanie;Języki programowania
Naucz się nowoczesnego JavaScript budując gry!;Poznaj programowanie od podstaw budując klasyczne gry arcade. Dowiedz się jak działa logika gier.;Mateusz Pałka;6;4,5;52.99;3415802_29e3_5.jpg;Programowanie;Tworzenie gier
Naucz się nowoczesnego JavaScript budując gry!;Poznaj programowanie od podstaw budując klasyczne gry arcade. Dowiedz się jak działa logika gier.;Mateusz Pałka;6;4,5;52.99;3415802_29e3_5.jpg;Programowanie;Tworzenie gier
Landing Page na WordPress i budowa listy mailingowej;Bez kodowania stwórz landing page wykorzystując Elementora i zautomatyzować wysyłkę lead magnetu w zamian za email;Kamila Nitschka;3,5;3,5;329.99;2799566_92be_5.jpg;Programowanie;Tworzenie stron internetowych
Kurs JavaScript ES6 od podstaw;Poznaj JavaScript w wersji ES6;Edugrafia.pl - wideo kursy;14;;52.99;2636794_3b67_2.jpg;Programowanie;Języki programowania
Kurs Git - szybki start;Ten kurs to przewodnik, który krok po kroku wprowadzi nowych użytkowników do systemu Git.;Edugrafia.pl - wideo kursy;2;;52.99;2860544_cb39.jpg;Programowanie;Narzędzia programistyczne
Kurs Responsive Web Design;Skuteczne Techniki;eduweb.pl - Kursy Wideo;9,5;;114.99;1942104_1886.jpg;Programowanie;Tworzenie stron internetowych
Dagger2 w Android;Biblioteka Dagger 2 w praktyce;Tomasz Kądziołka;2;;52.99;2510488_91ae_2.jpg;Programowanie;Programowanie mobilne
Kurs Simple.Data podstawy;Naucz się zasad programowania wykorzystując framework Simple.Data i przyśpiesz swoją pracę.;Edugrafia.pl - wideo kursy;3,5;;52.99;2592420_f4ff_2.jpg;Programowanie;Języki programowania
Python | 100 praktycznych ćwiczeń | Typy danych;Zwiększ swoje umiejętności programistyczne rozwiązując 100 zadań z typów danych w języku Python;Szymon Wolny;37;;52.99;3412208_175d.jpg;Programowanie;Języki programowania
Python - od None do Class, kurs programowania;zacznij swoją przygodę z programowaniem i naucz się Pythona;Krzysztof Raczynski;10,5;;52.99;3272500_7cc5.jpg;Programowanie;Języki programowania
Programowanie w JavaScript od Zera do Mastera;Jedyny kurs potrzebny do nauki Javascript od Podstaw + 100 omówionych pytań rekrut. + NodeJs, zarabiaj dobre pieniadze!;Kuba Wąsikowski;32,5;;52.99;3616902_3ae1_5.jpg;Programowanie;Języki programowania
Kurs Tworzenie Gier w Unity;w Praktyce;eduweb.pl - Kursy Wideo;8;;174.99;1912626_926c_2.jpg;Programowanie;Tworzenie gier
Kurs Entity Framework podstawy;Z kursem zobaczysz różne podejścia do programowania: Code, DB, Model first;Edugrafia.pl - wideo kursy;3,5;;52.99;2592430_edf8_2.jpg;Programowanie;Języki programowania
Kurs Joomla! Techniki Pracy i Tworzenie Szablonów;System CMS;eduweb.pl - Kursy Wideo;7,5;;99.99;1971680_bdb7.jpg;Programowanie;Tworzenie stron internetowych
Kurs WordPres - strona portfolio dla fotografa;Opanowanie WordPressa pozwoli Ci na nieograniczone rozbudowywanie i zarządzenie Twoją stroną. Dzięki portfolio zdobędzie;Edugrafia.pl - wideo kursy;3;;52.99;2604448_8823_2.jpg;Programowanie;Tworzenie stron internetowych
Kurs Digital Ocean wstęp do chmury;W kursie poznasz podstawy i opanujesz popularną platformę chmurową DigitalOcean.;Edugrafia.pl - wideo kursy;3,5;;52.99;3539308_cf76.jpg;Programowanie;Narzędzia programistyczne
Android - techniki efektywnej pracy;Poznaj skróty klawiszowe, biblioteki i narzędzia, które przyśpieszą Twoją pracę.;Videopoint Grupa Helion;5,5;;52.99;2430958_cfe1_3.jpg;Programowanie;Programowanie mobilne
Kurs Photoshop CC od Podstaw;Poznaj aplikacje Adobe Photoshop i naucz się profesjonalnej obróbki zdjęć oraz poznaj podstawy grafiki komputerowej;eduweb.pl - Kursy Wideo;11,5;4,7;59.99;1515484_7753_4.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Web Design i UX - Szybki Start;Stwórz od podstaw swoją pierwszą stronę internetową i poznaj najważniejsze zasady UX;eduweb.pl - Kursy Wideo;4,5;4,5;52.99;1543220_2749.jpg;Projektowanie;Projektowanie stron internetowych
Kurs Photoshop - Szybki Start;Zacznij przygodę z Adobe Photoshop i naucz się stawiać pierwsze kroki w obróbce zdjęć i grafice komputerowej;eduweb.pl - Kursy Wideo;4,5;4,3;52.99;1543206_10d6_3.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Grafika Wektorowa - Szybki Start;Pierwsze kroki z Grafiką Wektorową, Adobe Illustrator oraz Affinity Designer;eduweb.pl - Kursy Wideo;4;4,8;52.99;1546052_8e7d.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Grafika 3D dla początkujących 7 szkoleń online MEGAPACK;Blender 2.8, AutoCAD, 3ds max, Maya, Inventor, oraz Rhino 3D. Praktyczne modelowanie i animacje 3D dla każdego.;Mepi.pl Video Tutorials;37;4,1;79.99;1229216_a7c0.jpg;Projektowanie;3D i animacja
Adobe Illustrator od podstaw;Chcesz tworzyć niesamowite grafiki 2d? Sprawdź koniecznie nasz kurs!;cgwisdom.pl - Kursy online;5,5;4,5;59.99;1797382_ba0d.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Adobe Photoshop CC 2020: Kurs Od Początkującego Do Zawodowca;Nauczysz się jak w Adobe Photoshop obrabiać i retuszować zdjęcia oraz tworzyć piękne grafiki - dzięki jasnym instrukcjom;Sebastian Jezierski;12;4,7;52.99;2565408_f68e_5.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Illustrator w praktyce dla początkujących i nie tylko;Nauka Illustratora w mniej niż 15 minut podczas tworzenia ikon w stylu flat design. Illustrator w praktyce;Dawid Tuminski;2;5,0;59.99;1321934_02d7.jpg;Projektowanie;Narzędzia projektowe
FreeCAD dla początkujących;Podstawy modelowania 3D w systemie FreeCAD;Damian Lewczuk;3,5;4,8;99.99;2536646_90db_2.jpg;Projektowanie;3D i animacja
Podstawy Modelowania 3D w programie Blender;Nauka podstawowych narzędzi najnowszej wersji programu Blender oraz różnorodnych aspektów pracy z modelami 3D;Pikademia Edukacja XXIw.;12,5;4,5;52.99;2460624_54e6_2.jpg;Projektowanie;3D i animacja
Photoshop CC: Profesjonalny Retusz Beauty;Retusz High End w Photoshop - Naucz się Profesjonalnych Technik Retuszu Beauty!;Marcin Mikus;4;4,5;64.99;943030_a1bf_3.jpg;Projektowanie;Narzędzia projektowe
Axure 9 od zera;Naucz się od podstaw projektowania interaktywnych makiet;Kamil Wdowczyk;4;4,8;52.99;2486578_0c7d_2.jpg;Projektowanie;Projektowanie stron internetowych
Photoshop CC: Warstwy, Maski i Tryby Mieszania;Photoshop na każdy dzień - zrozum warstwy, maski i tryby mieszania!;Marcin Mikus;2,5;4,3;52.99;2609298_169c.jpg;Projektowanie;Narzędzia projektowe
Kurs AutoCad 2020 dla początkujących;Praktyczny kurs dla początkujących, który uczy, jak najlepiej wykorzystać program AutoCAD w praktyce.;Edugrafia.pl - wideo kursy;5,5;4,4;52.99;2713632_c2e7.jpg;Projektowanie;Narzędzia projektowe
WordPress - zacznij tworzyć dynamiczne strony WWW;Poznaj od podstaw popularny system CMS WordPress i zacznij tworzyć dynamiczne strony WWW!;eduweb.pl - Kursy Wideo;6,5;4,3;52.99;1943970_baaf_2.jpg;Projektowanie;Projektowanie stron internetowych
Kurs AutoCAD;sam tworzę profesjonalne projekty;Daniel Tokarz;3;4,4;52.99;1882922_3ecd.jpg;Projektowanie;Projektowanie architektoniczne
3DS Max + Corona wizualizacja kuchni;Tworzenie wizualizacji pomieszczeń w oprogramowaniu do modelowania 3D, Autodesk 3DS Max i Corona Renderer;BackDoor Knowledge University;11;3,7;59.99;1551370_3df8_2.jpg;Projektowanie;Projektowanie wnętrz
UI/UX w praktyce - projektuj jeszcze lepsze strony WWW!;Poznaj najważniejsze wytyczne dotyczące UX/UI designu, by zacząć tworzyć jeszcze lepsze, profesjonalne projekty!;eduweb.pl - Kursy Wideo;6;4,7;52.99;1923012_5165.jpg;Projektowanie;Projektowanie stron internetowych
Photoshop dla grafika - zaawansowany;Zabierz swoją kreatywność na wyższy poziom;Edugrafia.pl - wideo kursy;9;3,8;54.99;1950990_0ff4.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs rysunku;Zrób pierwszy krok do świata sztuki i odkryj przyjemność tworzenia. Kolejne przyjdą Ci z łatwością!;Videopoint Grupa Helion;5;4,5;52.99;2097314_fedc.jpg;Projektowanie;Projektowanie — inne
Kurs Wprowadzenie do UX;Projektowanie Doświadczeń Użytkownika;eduweb.pl - Kursy Wideo;6,5;4,4;129.99;1908252_fb00.jpg;Projektowanie;Projektowanie doświadczeń użytkownika
Kurs Rysunku uczenie od podstaw MEGAPACK;Pierwszy polski drawing course od absolwentki School of Form w praktyce nauka rysowania od podstaw w Photoshop CC.;Michalina Bloch;5;3,1;59.99;1751242_348b_4.jpg;Projektowanie;Projektowanie doświadczeń użytkownika
Nowoczesna kaligrafia dla początkujących.;Naucz się tworzyć napisy, które zachwycają!;Paulina Świętek;2,5;5,0;52.99;2478778_b2bd_4.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Illustrator CS6 - Szybki start;Jak zacząć rysowanie w Illustratorze, tworzyć kształty, zmieniać je i dodawać spektakularne efekty.;Sly Hofman;4,5;4,7;59.99;1349516_e5dc_3.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Adobe After Effects od Podstaw;Techniki animacji oraz pracy z materiałem filmowym;eduweb.pl - Kursy Wideo;6;4,7;114.99;1795504_8daa_2.jpg;Projektowanie;3D i animacja
Photoshop CC 2018 dla wiecznie początkujących;Praktyczne podstawy obsługJ czyli jJak szybko zacząć samodzielnie pracować z Photoshopem. Photoshop dla początkujących;Dawid Tuminski;4,5;4,2;59.99;1499700_b2e7.jpg;Projektowanie;Narzędzia projektowe
3DS Max - Modelowanie obiektów low poly;Techniki tworzenia stylizowanej grafiki 3D przy pomocy 3DS Max, ZBrush, Substance Designer;BackDoor Knowledge University;12;2,9;52.99;1551374_256e.jpg;Projektowanie;3D i animacja
Kurs Photoshop projektowanie grafiki internetowej, bannerów;Naucz się projektowania grafiki reklamowej na potrzeby internetu, e-commerce oraz social media;Edugrafia.pl - wideo kursy;8;4,0;64.99;2591222_e82a_4.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Autodesk Fusion 360 dla początkujących;Ten kurs stanowi fundament pracy z programem Fusion 360;Edugrafia.pl - wideo kursy;3,5;4,7;54.99;2742232_126f.jpg;Projektowanie;Projektowanie architektoniczne
Kurs tworzenia modeli 3d do gier - Blender - Quixel Suite;Chcesz nauczyć się tworzyć profesjonalne modele do gier? Z naszym kursem to możliwe!;cgwisdom.pl - Kursy online;10;3,2;52.99;1792096_8872.jpg;Projektowanie;3D i animacja
Kurs Autodesk Inventor 2019 dla początkujących;Naucz się Inventora od zera. Poznaj program aby tworzyć własne projekty.;Edugrafia.pl - wideo kursy;7;4,2;64.99;2641206_bdde.jpg;Projektowanie;Projektowanie architektoniczne
Kurs Figma;Projektowanie Interfejsów;eduweb.pl - Kursy Wideo;3,5;4,2;84.99;1908776_57c8.jpg;Projektowanie;Projektowanie doświadczeń użytkownika
Kurs 3DS Max 3D Studio;tworzenia grafiki 3D;Daniel Tokarz;6;3,8;52.99;1761098_be43.jpg;Projektowanie;3D i animacja
Adobe XD i Muse - Od Projektu Interfejsu po gotową Stronę;Projektowanie stron internetowych bez kodowania!;eduweb.pl - Kursy Wideo;5,5;3,7;129.99;1795290_84a6_2.jpg;Projektowanie;Projektowanie stron internetowych
Twinmotion dla projektantów wnętrz wizualizacja apartamentu;Projektowanie wnętrz -łatwy rendering 3D 360 VR dla użytkowników programów Archicad Sketchup 3ds Max Revit Cinema 4D;Adam Ksciuczyk;2;4,5;52.99;2666902_4c79_3.jpg;Projektowanie;Projektowanie wnętrz
Kurs Adobe Illustrator CC;od Podstaw;eduweb.pl - Kursy, eduweb.pl - Kursy Wideo;9;4,5;129.99;1910056_cf9e.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Adobe InDesign od Podstaw;Omówienie praktycznego projektu broszury;eduweb.pl - Kursy Wideo;7,5;4,4;114.99;1924920_5b72.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Fundamenty UX [2020];Zacznij od fundamentów;Barbara Piątak;39;4,4;52.99;3234711_e68d_3.jpg;Projektowanie;Projektowanie doświadczeń użytkownika
Podstawy Fusion 360 Po Polsku;Fusion 360;MrBorkim Siwecki;3;2,8;52.99;2271816_5a97.jpg;Projektowanie;Projektowanie — inne
QCAD CAD 2D dla początkujących;Podstawy CAD 2D w darmowym systemie QCAD;Damian Lewczuk;3;3,9;84.99;3000450_2aca.jpg;Projektowanie;Narzędzia projektowe
Kurs AutoCAD Podstawy;Podstawowe narzędzia i techniki pracy;eduweb.pl - Kursy Wideo;6,5;4,4;114.99;1937328_8618.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Projektowanie aplikacji na iOS od podstaw;Zacznij tworzyć świetne aplikacje na iOS, poznaj najważniejsze techniki oraz uzyskaj dostęp do setek materiałów!;eduweb.pl - Kursy Wideo;9,5;4,3;52.99;1924698_df29.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Blender;Podstawy;eduweb.pl - Kursy Wideo;6,5;3,9;99.99;1941834_48d3.jpg;Projektowanie;3D i animacja
3ds Max - Zaawansowane techniki modelowania - Turbosmooth;Poznaj narzędzie, dzięki któremu modelowanie skomplikowanych kształtów stanie się o wiele prostsze!;cgwisdom.pl - Kursy online;2,5;4,2;52.99;1795202_e25a.jpg;Projektowanie;3D i animacja
Kurs Affinity Designer dla zielonych;Kurs przedstawia podstawy stosowania narzędzi w programie Affinity Designer. Stworzony z myślą, o osobach, które chcą po;Edugrafia.pl - wideo kursy;3,5;3,7;52.99;2588906_de6a_2.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs CorelDRAW;sam twórz profesjonalne projekty!;Daniel Tokarz;3;3,1;52.99;1886450_1770.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Techniki Druku i DTP w Praktyce;GRAFIKA I DTP;eduweb.pl - Kursy Wideo;5,5;4,1;189.99;1923240_4ed8.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Projektowanie Graficzne - Typografia;Dobra typografia - 90% sukcesu!;eduweb.pl - Kursy Wideo;5;4,4;99.99;1922916_ee83.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Inkscape od podstaw;Poznaj podstawy darmowego programu do grafiki wektorowej – Inkscape.;Edugrafia.pl - wideo kursy;3,5;4,1;52.99;2614866_1a90_2.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Nowoczesny Webdesign;Projektowanie stron i UI/UX;eduweb.pl - Kursy Wideo;11,5;4,6;204.99;1922992_e6ad.jpg;Projektowanie;Projektowanie stron internetowych
Kurs Identyfikacja Wizualna Firmy w InDesign i Illustrator;Projektowanie Graficzne;eduweb.pl - Kursy Wideo;6;5,0;114.99;1924730_e17b.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Kurs Photoshop do HTML i CSS;PSD do HTML;eduweb.pl - Kursy Wideo;9,5;4,6;99.99;1943982_d94b.jpg;Projektowanie;Projektowanie stron internetowych
Kurs tworzenia planów i wizualizacji nieruchomości;z wykorzystaniem bezpłatnego oprogramowania;Daniel Tokarz;2;4,6;52.99;1465716_02a4_2.jpg;Projektowanie;Projektowanie architektoniczne
Kurs Projektowanie Graficzne od Podstaw;Projektowanie Graficzne;eduweb.pl - Kursy Wideo;8;4,3;114.99;1924650_2ff4.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Canva – poznaj darmowy program do tworzenia grafik i śmigaj;Poznaj darmową wersję canva;Edyta Miller;3;4,0;52.99;3388942_451a_2.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Affinity Designer Dla Opornych;Amazon Kindle Direct Publishing;Magdalena Wojaczek;11;4,7;52.99;2905556_6bb4.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Lumion 10 Kurs Kompendium;Pełne szkolenie z programu Lumion;Filip Gorzka;5,5;4,1;129.99;1764458_85a2_2.jpg;Projektowanie;Projektowanie architektoniczne
Kurs Animowane Infografiki w After Effects;Praktyczne projekty Infografik, Automatyzacja Animacji, Tworzenie reklam i prezentacji;eduweb.pl - Kursy Wideo;7;5,0;174.99;1916780_6df9.jpg;Projektowanie;3D i animacja
Kurs Fusion 360 - konstrukcje stalowe - poziom II;Poznasz możliwości programu Fusion 360 w zakresie tworzenia konstrukcji blaszanych;Edugrafia.pl - wideo kursy;4;4,1;52.99;3021160_df5f.jpg;Projektowanie;Narzędzia projektowe
Photoshop dla Designerów - layout i grafiki w projektowaniu;Wykorzystaj potencjał Adobe Photoshop przy projektowaniu dla sieci i urządzeń przenośnych - i ucz się w praktyce!;eduweb.pl - Kursy Wideo;6,5;4,6;84.99;1971648_e795.jpg;Projektowanie;Projektowanie stron internetowych
Kurs ZBrush Techniki Modelowania Postaci;3D i Grafika;eduweb.pl - Kursy Wideo;6;4,8;174.99;1916860_e389.jpg;Projektowanie;3D i animacja
Kurs animowane logo - After + Illustrator;Poznaj wskazówki, sztuczki i techniki od doświadczonego projektanta w After Effects.;Edugrafia.pl - wideo kursy;5;3,5;52.99;2595040_5957.jpg;Projektowanie;3D i animacja
Kurs Blender animowana kreskówka;Wymodeluj oraz wpraw w ruch swoją scenę tworząc kreskówkową animację z kursem Blendera.;Edugrafia.pl - wideo kursy;5;4,3;52.99;2592412_6fd9_3.jpg;Projektowanie;3D i animacja
Kurs Photoshop projektowanie identyfikacji biznesowej;Teoria oraz praktyka projektowania wizerunku firmy w Photoshopie;Edugrafia.pl - wideo kursy;5;3,7;52.99;2591078_09d8_2.jpg;Projektowanie;Projektowanie graficzne i ilustrowanie
Podstawy Scrum i Agile - Teoria, Praktyka, Certyfikacja;Poznaj podstawy Scruma i Agile'a. Dowiedz się, jak pracować w sposób zwinny i przygotuj się do zdania certyfikatu;Jarosław Łojko, Paweł Kałkus;3;4,5;64.99;1431504_330b_4.jpg;Biznes;Zarządzanie projektami
Analiza Danych - Podstawy, Teoria i Praktyka;Naucz się pozyskiwania, przechowywania i analizy danych z praktycznym wykorzystaniem Excel i SQL;Maciej Rychlicki;8;3,9;59.99;1343300_9f54.jpg;Biznes;Analityka biznesowa i BI
Modelowanie procesów biznesowych: BPMN 2.0 od podstaw;Zarządzanie procesami i analiza biznesowa wymagają modeli procesów. Dowiedz się jak wykorzystać w praktyce standard BPMN;Zbigniew Misiak;2;4,2;52.99;1259274_7e66_3.jpg;Biznes;Komunikacja
Microsoft Power BI - zostań Mistrzem Power BI Desktop;Pobieraj, przekształcaj, łącz, a następnie wizualizuj dane za pomocą Power BI Desktop;Adam Kopeć;6;4,2;52.99;2145400_ce00_2.jpg;Biznes;Analityka biznesowa i BI
Agile Project Management - Zwinne Podejście Do Projektów;Podstawy zwinności, Agile vs. Waterfall, najpopularniejsze mity wokół Agile'a, zwinne planowanie i zarządzanie zakresem;Jarosław Łojko, Paweł Kałkus;1,5;4,8;52.99;2005582_3d6f_4.jpg;Biznes;Zarządzanie projektami
Scrum Master 2020 Po Polsku Kurs Online Egzamin Certyfikat;Scrum Master 2020: Kurs online z kompletną wiedzą jak zdać egzamin i zdobyć certyfikat Scrum Master;Rafał Zalewski, Jerzy Stawicki;6,5;4,6;52.99;2705714_213c.jpg;Biznes;Zarządzanie projektami
Tableau 10 A-Z (Wersja Polska);Naucz się Tableau 10 dla analizy danych krok po kroku. Ćwiczenia z analizy danych na podstawie prawdziwych przykładów.;Kirill Eremenko, SuperDataScience Team, Maciej Rychlicki;7,5;4,6;64.99;1393270_a2bc.jpg;Biznes;Analityka biznesowa i BI
Wstęp do Zarządzania, Finansów i Rachunkowości Biznesu;HIT! Kurs pierwszego wyboru dla początkujących Przedsiębiorców, Menedżerów, Księgowych, Finansistów i Inwestorów!;Lesław Niemczyk .pl;4;4,6;52.99;2609484_f065.jpg;Biznes;Prowadzenie firmy
Jak Otworzyć Firmę;Rejestracja firmy w Polsce krok po kroku;Michał Kata;1,5;4,7;84.99;1503912_3709_2.jpg;Biznes;Prowadzenie firmy
WooCommerce - stwórz sklep internetowy oparty o WordPress;Samodzielne tworzenie sklepu internetowego w oparciu o WooCommerce - od podstaw, szybko i bez konieczności programowania;Infolia Business Academy;2,5;4,6;59.99;1323530_4c40.jpg;Biznes;Handel elektroniczny
Jak Założyć Stowarzyszenie;Założenie Stowarzyszenia w Polsce krok po kroku;Michał Kata;1,5;5,0;69.99;1565754_322f.jpg;Biznes;Operacje
Scrum Product Owner 2020 Po Polsku Kurs Online Egzamin;Scrum Product Owner 2020: Kurs online z kompletną wiedzą jak zdać egzamin i zdobyć certyfikat Scrum Product Owner;Rafał Zalewski, Jerzy Stawicki;7;4,2;52.99;2895376_5dae.jpg;Biznes;Zarządzanie projektami
To straszne RODO. Pakiet dokumentów i kurs w jednej cenie!;Czy rzeczywiście jest się czego bać? Jak przygotować firmę na RODO?;MScoach Magdalena Świerzewska;1,5;4,2;52.99;1624676_4221_4.jpg;Biznes;Prowadzenie firmy
Kryptowaluty: kompleksowy kurs od A do Z;Zrozumieć świat kryptowalut: jak inwestować, traidować i zarabiać;Kryptowaluty by Sylwia;3;4,3;52.99;1298380_d1ea_4.jpg;Biznes;Sprzedaż
First-Time Project Manager;Praktyczne warsztaty efektywnego zarządzania projektami dla osób, które mają poprowadzić swój pierwszy projekt;Tomasz Byzia;2,5;4,5;52.99;2520942_d0fe_4.jpg;Biznes;Zarządzanie projektami
Najlepszy biznes online 2020: Amazon Self Publishing;Pracuj z domu i zarabiaj na Amazon bez żadnego doświadczenia!;Przemysław Bogdan;4,5;4,5;52.99;2910736_0f67_2.jpg;Biznes;Handel elektroniczny
Kurs Access Video;sam twórz profesjonalne bazy danych!;Daniel Tokarz;3,5;4,4;52.99;1695414_5195_2.jpg;Biznes;Analityka biznesowa i BI
Sprzedaż Fizycznych Produktów Na Amazon;Stwórz dochodowy biznes nawet z ograniczonym budżetem i bez doświadczenia na start. Zarabiaj z domu na Amazon FBA.;Maciej Brzeziński;4,5;4,3;52.99;2303232_c2ed_3.jpg;Biznes;Handel elektroniczny
Jak Pokonać Tremę na 10 Sposobów & Prezentacje i Wystąpienia;wystąpienia publiczne: i poznaj najlepsze praktyki jak be tremy dobrze komunikować pomysły, produkty i rozwiązania.;Tatiana Galinska, Rafal Galinski;38;4,4;52.99;2004122_e890_4.jpg;Biznes;Komunikacja
Narzędzia nie tylko dla Scrum Mastera i Agile Coacha;Najpopularniejsze i najbardziej przydatne narzędzia dla Scrum Mastera, Product Ownera, menedżera;Jarosław Łojko;1;4,4;52.99;2885284_1c7c_3.jpg;Biznes;Zarządzanie projektami
Sztuka Składania Slajdów;poznaj cztery filary skutecznych prezentacji;Tatiana Galinska, Rafal Galinski;1;3,8;52.99;1942450_1e89_5.jpg;Biznes;Komunikacja
Zarządzanie projektami wg. IPMA NCB 4.0;Poukładaj swój projekt;CERNO Consulting Michał Karikowski;1;4,0;52.99;1641362_96b4_4.jpg;Biznes;Zarządzanie projektami
Zwycięska Sprzedaż;Jak stać się najlepszym sprzedawcą jakiego znasz i sprzedawać więcej?;Nikodem Zegzda;2;4,1;52.99;2003832_e450.jpg;Biznes;Sprzedaż
Jak zostać FREELANCEREM i pracować zdalnie przez Internet ✅⭐;Praca zdalna w domu przez Internet jako FREELANCER. I wskazówki jak rozwinąć swój BIZNES ONLINE ✅⭐;Szymon Owedyk;8,5;4,5;52.99;1987200_c13c_6.jpg;Biznes;Prowadzenie firmy
First-Time Manager;Praktyczne warsztaty efektywnego zarządzania zespołem dla osób, które mają poprowadzić swój pierwszy zespół.;Tomasz Byzia;2,5;4,5;52.99;2903362_bc4f.jpg;Biznes;Zarządzanie
Business Creator - jak mądrze rozwijać własną firmę;Jak zbudować biznes, a nie miejsce pracy dla siebie;Marcin Kądziołka;1,5;4,6;52.99;1265674_2e4e.jpg;Biznes;Prowadzenie firmy
15 Sekretów Wystąpień Publicznych;Poznaj sprawdzone techniki najlepszych mówców stosowane podczas wystąpień;Tatiana Galinska, Rafal Galinski;1;4,0;52.99;2010558_dfdb.jpg;Biznes;Komunikacja
Kanban - Zasady i Praktyczne Zastosowania Kurs Online;Kanban 2020 - Profesjonalny i Praktyczny Kurs Omawiający Zasady i Praktyki Kanbana w Pracy Zespołu, Projektu i Firmy;Rafał Zalewski, Jerzy Stawicki;9,5;4,8;52.99;3073470_59e7.jpg;Biznes;Zarządzanie projektami
Sprzedaż usług TSL;Pozyskiwanie, utrzymywanie i rozwój współpracy z klientami na rynku transportu i spedycji;Dawid Wardin;13;4,8;599.99;2359722_48dd_6.jpg;Biznes;Sprzedaż
Skuteczne Zarządzanie Firmą Dzięki Zwinności Biznesowej;Skuteczne zarządzanie firmą i/lub zespołem w warunkach zmienności dzięki zwinności biznesowej i zwinnym metodom pracy;Rafał Zalewski, Jerzy Stawicki;5;4,4;52.99;3033318_1fcf.jpg;Biznes;Zarządzanie
Pokonaj wątpliwości klienta! [Techniki Sprzedaży];Klient jest gotów zapłacić Ci więcej, kiedy jest w 100% przekonany do zakupu! Jeśli nie jest, pójdzie do konkurencji...;Szymon Głogowski;2;3,8;59.99;1443456_e9d3_2.jpg;Biznes;Sprzedaż
Symulator Testu Certyfikacyjnego na Scrum Mastera;320 pytań w 4 próbnych testach, które pomogą Ci przygotować się do oficjalnego certyfikatu;Jarosław Łojko, Paweł Kałkus;320;4,5;52.99;1994404_ec88_3.jpg;Biznes;Zarządzanie projektami
Scrum z Kanban 2020 Po Polsku Kurs Online Egzamin Certyfikat;Scrum z Kanban 2020: Kurs online z kompletną wiedzą jak zdać egzamin i zdobyć certyfikat Scrum z Kanban;Rafał Zalewski, Jerzy Stawicki;6,5;4,6;52.99;2970234_4c6f.jpg;Biznes;Zarządzanie projektami
